"","word","n","exNum"
"16086","defiant",1,0
"16087","deficient",1,0
"16088","deficit",1,0
"16089","defies",1,0
"16090","definable",1,0
"16091","definiteness",1,0
"16092","deflate",1,0
"16093","deflated",1,0
"16094","deflect",1,0
"16095","deflected",1,0
"16096","deflecting",1,0
"16097","deflects",1,0
"16098","defrocked",1,0
"16099","defrocking",1,0
"16100","deftly",1,0
"16101","defuses",1,0
"16102","defusing",1,0
"16103","degemination",1,0
"16104","degenerate",1,0
"16105","degeneres",1,0
"16106","degg",1,0
"16107","deglutition",1,0
"16108","deign",1,0
"16109","deincentivize",1,0
"16110","deinstall",1,0
"16111","deiserable",1,0
"16112","dekm",1,0
"16113","delaware",1,0
"16114","delay",1,0
"16115","delaying",1,0
"16116","delectably",1,0
"16117","delicacies",1,0
"16118","deliciously",1,0
"16119","deliciousness",1,0
"16120","delightfully",1,0
"16121","delimiter",1,0
"16122","delineates",1,0
"16123","deliverables",1,0
"16124","deliverance",1,0
"16125","della",1,0
"16126","deluxe",1,0
"16127","dem",1,0
"16128","demagogy",1,0
"16129","demanded",1,0
"16130","demean",1,0
"16131","demeaned",1,0
"16132","demented",1,0
"16133","democratization",1,0
"16134","democrats",1,0
"16135","demolition",1,0
"16136","demonetization",1,0
"16137","demonstrably",1,0
"16138","demotivators",1,0
"16139","dems",1,0
"16140","demur",1,0
"16141","denarii",1,0
"16142","denham",1,0
"16143","denigrated",1,0
"16144","denis",1,0
"16145","dennis",1,0
"16146","denominations",1,0
"16147","denotation",1,0
"16148","denotations",1,0
"16149","denoted",1,0
"16150","dense",1,0
"16151","dent",1,0
"16152","dented",1,0
"16153","deos",1,0
"16154","departed",1,0
"16155","departs",1,0
"16156","depended",1,0
"16157","dependency",1,0
"16158","depict",1,0
"16159","depicting",1,0
"16160","depletives",1,0
"16161","deplore",1,0
"16162","deployment",1,0
"16163","deposed",1,0
"16164","deposit",1,0
"16165","deposited",1,0
"16166","deprecatory",1,0
"16167","depreciating",1,0
"16168","depressing",1,0
"16169","depressingly",1,0
"16170","deprivation",1,0
"16171","depriving",1,0
"16172","deputy",1,0
"16173","dequeue",1,0
"16174","deregi",1,0
"16175","deregisters",1,0
"16176","deregistersomething",1,0
"16177","derelict",1,0
"16178","deren",1,0
"16179","deride",1,0
"16180","derided",1,0
"16181","derisory",1,0
"16182","derog",1,0
"16183","derogate",1,0
"16184","derogated",1,0
"16185","derogatively",1,0
"16186","descend",1,0
"16187","descendant",1,0
"16188","descendants",1,0
"16189","desensitized",1,0
"16190","deserted",1,0
"16191","deshorsley",1,0
"16192","designated",1,0
"16193","designates",1,0
"16194","designation",1,0
"16195","desirous",1,0
"16196","desnudo",1,0
"16197","despair",1,0
"16198","despective",1,0
"16199","despise",1,0
"16200","despised",1,0
"16201","despondant",1,0
"16202","despotic",1,0
"16203","despots",1,0
"16204","desta",1,0
"16205","destier",1,0
"16206","destierro",1,0
"16207","destruct",1,0
"16208","desubscribe",1,0
"16209","desyre",1,0
"16210","detached",1,0
"16211","detectable",1,0
"16212","detecting",1,0
"16213","detection",1,0
"16214","detective",1,0
"16215","detects",1,0
"16216","detensifiers",1,0
"16217","deteriorate",1,0
"16218","deteriorating",1,0
"16219","deterioration",1,0
"16220","determinate",1,0
"16221","determiners",1,0
"16222","deterrent",1,0
"16223","detour",1,0
"16224","detract",1,0
"16225","detracts",1,0
"16226","detritus",1,0
"16227","detz",1,0
"16228","deuce",1,0
"16229","deus",1,0
"16230","deutsch",1,0
"16231","deutsche",1,0
"16232","deutscher",1,0
"16233","deutscherkaiser",1,0
"16234","devastating",1,0
"16235","developmentally",1,0
"16236","develops",1,0
"16237","deviance",1,0
"16238","deviated",1,0
"16239","devil's",1,0
"16240","devious",1,0
"16241","devise",1,0
"16242","devolve",1,0
"16243","devotees",1,0
"16244","devotes",1,0
"16245","devout",1,0
"16246","devsman's",1,0
"16247","devsolar",1,0
"16248","dewimorgan",1,0
"16249","dex",1,0
"16250","dextrous",1,0
"16251","dez",1,0
"16252","dhabi",1,0
"16253","dhanba",1,0
"16254","dia",1,0
"16255","diabol",1,0
"16256","diaeresis",1,0
"16257","diagnose",1,0
"16258","diagnostic",1,0
"16259","diagonal",1,0
"16260","diagonals",1,0
"16261","diagramming",1,0
"16262","diametrically",1,0
"16263","diaphanous",1,0
"16264","diapneumatic",1,0
"16265","diary",1,0
"16266","dias",1,0
"16267","dice",1,0
"16268","dicere",1,0
"16269","dicitionary",1,0
"16270","dickensian",1,0
"16271","dics",1,0
"16272","dicta",1,0
"16273","dictating",1,0
"16274","dictators",1,0
"16275","dictatorship",1,0
"16276","dictionary's",1,0
"16277","dicussion",1,0
"16278","didion's",1,0
"16279","didn'tuv",1,0
"16280","didst",1,0
"16281","diem",1,0
"16282","dieresis",1,0
"16283","dietary",1,0
"16284","dietician",1,0
"16285","dieu",1,0
"16286","differentiates",1,0
"16287","differentiations",1,0
"16288","differentiator",1,0
"16289","diffuse",1,0
"16290","diffuser",1,0
"16291","diffusion",1,0
"16292","digging",1,0
"16293","digitized",1,0
"16294","digraphs",1,0
"16295","dilettantes",1,0
"16296","dilettare",1,0
"16297","diligently",1,0
"16298","dill",1,0
"16299","dilly",1,0
"16300","dime",1,0
"16301","diminish",1,0
"16302","diminishes",1,0
"16303","diminutives",1,0
"16304","dimitrov",1,0
"16305","dimittam",1,0
"16306","dimmer",1,0
"16307","dined",1,0
"16308","diners",1,0
"16309","dineshkumargarg",1,0
"16310","dint",1,0
"16311","dint've",1,0
"16312","dintuv",1,0
"16313","dio",1,0
"16314","dios",1,0
"16315","diphthongised",1,0
"16316","dipped",1,0
"16317","dire",1,0
"16318","directives",1,0
"16319","director",1,0
"16320","directory",1,0
"16321","disable",1,0
"16322","disablement",1,0
"16323","disabused",1,0
"16324","disambgiuation",1,0
"16325","disambiguated",1,0
"16326","disappeance",1,0
"16327","disappearance",1,0
"16328","disapproving",1,0
"16329","disarray",1,0
"16330","disaster's",1,0
"16331","disavow",1,0
"16332","disavowal",1,0
"16333","discarded",1,0
"16334","dischargeable",1,0
"16335","disciple",1,0
"16336","disclaimed",1,0
"16337","disclosure",1,0
"16338","discombobulated",1,0
"16339","discombobulater",1,0
"16340","discombobulating",1,0
"16341","discomfited",1,0
"16342","discomfort",1,0
"16343","discomforting",1,0
"16344","disconcert",1,0
"16345","disconcerting",1,0
"16346","disconsolate",1,0
"16347","discord",1,0
"16348","discordance",1,0
"16349","discordant",1,0
"16350","discotheque",1,0
"16351","discouraging",1,0
"16352","discoverable",1,0
"16353","discovering",1,0
"16354","discovery",1,0
"16355","discreditable",1,0
"16356","discriminate",1,0
"16357","discriminative",1,0
"16358","discriminatory",1,0
"16359","discursive",1,0
"16360","discussants",1,0
"16361","discusssion",1,0
"16362","discusting",1,0
"16363","disdainfully",1,0
"16364","diseased",1,0
"16365","disembarrass",1,0
"16366","disfluency",1,0
"16367","disgrace",1,0
"16368","disguise",1,0
"16369","disgustation",1,0
"16370","dishabille",1,0
"16371","dishevelled",1,0
"16372","dishonestly",1,0
"16373","dishonorable",1,0
"16374","dishware",1,0
"16375","disillusioned's",1,0
"16376","disjointed",1,0
"16377","disks",1,0
"16378","dismantle",1,0
"16379","dismay",1,0
"16380","dismayed",1,0
"16381","dismissing",1,0
"16382","disordered",1,0
"16383","disorderly",1,0
"16384","disorders",1,0
"16385","disorienting",1,0
"16386","disparity",1,0
"16387","dispatch",1,0
"16388","dispense",1,0
"16389","dispensed",1,0
"16390","dispensers",1,0
"16391","dispensing",1,0
"16392","dispensor",1,0
"16393","displacement",1,0
"16394","displacing",1,0
"16395","displaying",1,0
"16396","displeased",1,0
"16397","displeaseth",1,0
"16398","disposable",1,0
"16399","disposed",1,0
"16400","disposition",1,0
"16401","disputes",1,0
"16402","disqualify",1,0
"16403","disregarded",1,0
"16404","disrupting",1,0
"16405","dissapears",1,0
"16406","dissatisfied",1,0
"16407","dissected",1,0
"16408","dissembler",1,0
"16409","disseminated",1,0
"16410","dissent",1,0
"16411","dissenter",1,0
"16412","dissertations",1,0
"16413","disservice",1,0
"16414","dissimilar",1,0
"16415","dissimilation",1,0
"16416","dissolution",1,0
"16417","dissolve",1,0
"16418","dissolved",1,0
"16419","distaff",1,0
"16420","distances",1,0
"16421","distinguishable",1,0
"16422","distorting",1,0
"16423","distr",1,0
"16424","distract",1,0
"16425","distractingly",1,0
"16426","distress",1,0
"16427","distribjuschen",1,0
"16428","distribuere",1,0
"16429","distribute",1,0
"16430","distributes",1,0
"16431","distributing",1,0
"16432","distributio",1,0
"16433","distributive",1,0
"16434","district's",1,0
"16435","districts",1,0
"16436","distrie",1,0
"16437","distrobution",1,0
"16438","distrowatch",1,0
"16439","distry",1,0
"16440","distus",1,0
"16441","disuse",1,0
"16442","disussion",1,0
"16443","dit",1,0
"16444","ditz",1,0
"16445","diver",1,0
"16446","diverge",1,0
"16447","divergent",1,0
"16448","diversity",1,0
"16449","diverting",1,0
"16450","dividends",1,0
"16451","divides",1,0
"16452","divina",1,0
"16453","diving",1,0
"16454","divinity",1,0
"16455","divisive",1,0
"16456","divulge",1,0
"16457","diy",1,0
"16458","djclayworth",1,0
"16459","dju",1,0
"16460","dk",1,0
"16461","dm",1,0
"16462","dna",1,0
"16463","dnieper",1,0
"16464","dniester",1,0
"16465","dntuv",1,0
"16466","do's",1,0
"16467","doc",1,0
"16468","docked",1,0
"16469","doctoral",1,0
"16470","documenta",1,0
"16471","dodgethesteamroller",1,0
"16472","dodging",1,0
"16473","dodgy",1,0
"16474","dodo",1,0
"16475","doens't",1,0
"16476","doers",1,0
"16477","doesnt",1,0
"16478","dogma",1,0
"16479","dogmatic",1,0
"16480","dogtags",1,0
"16481","doi",1,0
"16482","dok",1,0
"16483","dokein",1,0
"16484","doll",1,0
"16485","dolowich",1,0
"16486","dominantly",1,0
"16487","dominating",1,0
"16488","dominator",1,0
"16489","dominatrix",1,0
"16490","dominica",1,0
"16491","dominican",1,0
"16492","dominions",1,0
"16493","dominoes",1,0
"16494","don't's",1,0
"16495","donation",1,0
"16496","donau",1,0
"16497","donegal",1,0
"16498","donfusili",1,0
"16499","dongs",1,0
"16500","donna",1,0
"16501","donner",1,0
"16502","donning",1,0
"16503","donot",1,0
"16504","door's",1,0
"16505","doorstep",1,0
"16506","doozy",1,0
"16507","dor",1,0
"16508","dori",1,0
"16509","doris",1,0
"16510","dorothy",1,0
"16511","dorset",1,0
"16512","dose",1,0
"16513","dossier",1,0
"16514","dotancohen",1,0
"16515","dote",1,0
"16516","dotham",1,0
"16517","dotsamuelswan",1,0
"16518","dotting",1,0
"16519","doubly",1,0
"16520","doubted",1,0
"16521","doubters",1,0
"16522","doug",1,0
"16523","dougal",1,0
"16524","dound",1,0
"16525","doves",1,0
"16526","dovetails",1,0
"16527","dow",1,0
"16528","dowas",1,0
"16529","dowjpn",1,0
"16530","downed",1,0
"16531","downer",1,0
"16532","downgraded",1,0
"16533","downloaded",1,0
"16534","downright",1,0
"16535","downstairs",1,0
"16536","downvoter",1,0
"16537","downvoters",1,0
"16538","downward",1,0
"16539","downwards",1,0
"16540","downwhat",1,0
"16541","dowt",1,0
"16542","dp",1,0
"16543","dq",1,0
"16544","dq'ed",1,0
"16545","dra",1,0
"16546","draconian",1,0
"16547","drafts",1,0
"16548","drags",1,0
"16549","drained",1,0
"16550","drake",1,0
"16551","dramatical",1,0
"16552","dramatisations",1,0
"16553","draping",1,0
"16554","draughts",1,0
"16555","drawbacks",1,0
"16556","drawes",1,0
"16557","drawings",1,0
"16558","drawls",1,0
"16559","dreamt",1,0
"16560","drear",1,0
"16561","dreariness",1,0
"16562","dreary",1,0
"16563","dressing",1,0
"16564","dressy",1,0
"16565","drewhart",1,0
"16566","drews",1,0
"16567","drifted",1,0
"16568","driftwood",1,0
"16569","drill",1,0
"16570","drilling",1,0
"16571","drinker",1,0
"16572","drinkle",1,0
"16573","drithen",1,0
"16574","drittes",1,0
"16575","drivers",1,0
"16576","driveway",1,0
"16577","drknexus",1,0
"16578","drockiwooney",1,0
"16579","drone",1,0
"16580","droned",1,0
"16581","droning",1,0
"16582","dronz",1,0
"16583","drooping",1,0
"16584","dross",1,0
"16585","drottning",1,0
"16586","drought",1,0
"16587","drout",1,0
"16588","drove",1,0
"16589","droves",1,0
"16590","drowned",1,0
"16591","drowning",1,0
"16592","drummer",1,0
"16593","drumroll",1,0
"16594","drunken",1,0
"16595","dsbirch",1,0
"16596","dseno't",1,0
"16597","dsjbirch",1,0
"16598","duality",1,0
"16599","dubbing",1,0
"16600","dubh",1,0
"16601","ducat",1,0
"16602","duck",1,0
"16603","ducking",1,0
"16604","duckmaestro",1,0
"16605","ducreux",1,0
"16606","dude's",1,0
"16607","dudes",1,0
"16608","duehog",1,0
"16609","dugout",1,0
"16610","dui",1,0
"16611","dukedom",1,0
"16612","dukes",1,0
"16613","dum",1,0
"16614","dumbbell",1,0
"16615","dumber",1,0
"16616","dumped",1,0
"16617","dumping",1,0
"16618","dumplings",1,0
"16619","dun",1,0
"16620","dunce",1,0
"16621","dundee",1,0
"16622","dungeon",1,0
"16623","dunlap",1,0
"16624","dunno",1,0
"16625","dup",1,0
"16626","dupes",1,0
"16627","duplicates",1,0
"16628","duplicating",1,0
"16629","duraki",1,0
"16630","durante's",1,0
"16631","dust",1,0
"16632","dvd",1,0
"16633","dvds",1,0
"16634","dvorak",1,0
"16635","dvs",1,0
"16636","dvy",1,0
"16637","dw",1,0
"16638","dwarfs",1,0
"16639","dwarves",1,0
"16640","dweeb",1,0
"16641","dwell",1,0
"16642","dwellings",1,0
"16643","dwjohnston",1,0
"16644","dwulm",1,0
"16645","dyd",1,0
"16646","dynam",1,0
"16647","dynamos",1,0
"16648","dyppl",1,0
"16649","dysphasia",1,0
"16650","dystheists",1,0
"16651","dz",1,0
"16652","ea",1,0
"16653","eac",1,0
"16654","ead",1,0
"16655","eal",1,0
"16656","earde",1,0
"16657","earler",1,0
"16658","earmark",1,0
"16659","earnestly",1,0
"16660","earnestness",1,0
"16661","earshot",1,0
"16662","earthling",1,0
"16663","earthly",1,0
"16664","eas",1,0
"16665","easing",1,0
"16666","eatable",1,0
"16667","eated",1,0
"16668","eaterie",1,0
"16669","eathen",1,0
"16670","eau",1,0
"16671","eax",1,0
"16672","ebased",1,0
"16673","ebonics",1,0
"16674","ebooks",1,0
"16675","ebrow",1,0
"16676","eccentric",1,0
"16677","ecclesiastical",1,0
"16678","ecclesiasticall",1,0
"16679","eccleston",1,0
"16680","ecenglish",1,0
"16681","eche",1,0
"16682","echoes",1,0
"16683","eclipsed",1,0
"16684","ecmascript",1,0
"16685","econom",1,0
"16686","economies",1,0
"16687","economy's",1,0
"16688","ect",1,0
"16689","ecumenical",1,0
"16690","edd",1,0
"16691","edgewise",1,0
"16692","edgier",1,0
"16693","edict",1,0
"16694","edison",1,0
"16695","edith",1,0
"16696","editorialize",1,0
"16697","editorials",1,0
"16698","editting",1,0
"16699","educate",1,0
"16700","educating",1,0
"16701","edw",1,0
"16702","eeducation",1,0
"16703","eeeee",1,0
"16704","effeteness",1,0
"16705","efkk",1,0
"16706","efte",1,0
"16707","egalitarian's",1,0
"16708","egghead",1,0
"16709","egotism",1,0
"16710","egotistic",1,0
"16711","egwene",1,0
"16712","egypt",1,0
"16713","ehw",1,0
"16714","eigennamen",1,0
"16715","eightfold",1,0
"16716","eign",1,0
"16717","eilam",1,0
"16718","eilf",1,0
"16719","ein",1,0
"16720","einem",1,0
"16721","einer",1,0
"16722","einfachere",1,0
"16723","eink",1,0
"16724","einpoklum",1,0
"16725","eir",1,0
"16726","eiseley",1,0
"16727","ej",1,0
"16728","ejaculates",1,0
"16729","ejay",1,0
"16730","ejects",1,0
"16731","ekdechesthai",1,0
"16732","ekdoch",1,0
"16733","ekhthros",1,0
"16734","eks",1,0
"16735","eksaylo",1,0
"16736","eksempel",1,0
"16737","ekthros",1,0
"16738","elaborating",1,0
"16739","elaboration",1,0
"16740","elaborations",1,0
"16741","elbow",1,0
"16742","elder",1,0
"16743","elder's",1,0
"16744","elders",1,0
"16745","electorate",1,0
"16746","electr",1,0
"16747","electro",1,0
"16748","electronically",1,0
"16749","electrons",1,0
"16750","elefant",1,0
"16751","elektri",1,0
"16752","elephantasy",1,0
"16753","elephanticide",1,0
"16754","eles",1,0
"16755","elevates",1,0
"16756","elevation",1,0
"16757","elevator",1,0
"16758","eleventhdoctor",1,0
"16759","elfva",1,0
"16760","elian",1,0
"16761","eliciting",1,0
"16762","elide",1,0
"16763","eligibility",1,0
"16764","eligible",1,0
"16765","elihu",1,0
"16766","eliminates",1,0
"16767","eliminating",1,0
"16768","eliseod'annunzio",1,0
"16769","elizabeth's",1,0
"16770","elk",1,0
"16771","elleovene",1,0
"16772","eller",1,0
"16773","elleva",1,0
"16774","elleve",1,0
"16775","elleven",1,0
"16776","ellicits",1,0
"16777","ellifva",1,0
"16778","ellis",1,0
"16779","elly",1,0
"16780","elmer",1,0
"16781","elocution",1,0
"16782","elohim",1,0
"16783","elongating",1,0
"16784","elongation",1,0
"16785","eloquium",1,0
"16786","elsa",1,0
"16787","elses",1,0
"16788","elsewhen",1,0
"16789","elucidate",1,0
"16790","elucidation",1,0
"16791","eluding",1,0
"16792","eluer",1,0
"16793","elusive",1,0
"16794","elves",1,0
"16795","emacs",1,0
"16796","emailing",1,0
"16797","emanuel",1,0
"16798","emanuele",1,0
"16799","emb",1,0
"16800","embargo",1,0
"16801","embarking",1,0
"16802","embarrassingly",1,0
"16803","embasitourpardoner's",1,0
"16804","embassage",1,0
"16805","embassaie",1,0
"16806","embiggen",1,0
"16807","embodied",1,0
"16808","embodies",1,0
"16809","embody",1,0
"16810","embraid",1,0
"16811","emdashes",1,0
"16812","emerge",1,0
"16813","emeritus",1,0
"16814","emerson",1,0
"16815","emily's",1,0
"16816","eminem's",1,0
"16817","eminence",1,0
"16818","emirates",1,0
"16819","emission",1,0
"16820","emissions",1,0
"16821","emmy",1,0
"16822","emmys",1,0
"16823","emory",1,0
"16824","emote",1,0
"16825","emoticon",1,0
"16826","empathize",1,0
"16827","emphase",1,0
"16828","emphases",1,0
"16829","emphaszie",1,0
"16830","empirically",1,0
"16831","employers",1,0
"16832","employment",1,0
"16833","employs",1,0
"16834","empower",1,0
"16835","emragins",1,0
"16836","ems",1,0
"16837","emulate",1,0
"16838","enacted",1,0
"16839","enbassee",1,0
"16840","enchanted",1,0
"16841","enchantment",1,0
"16842","enciclopedia",1,0
"16843","enclitically",1,0
"16844","enclose",1,0
"16845","encoded",1,0
"16846","encompass",1,0
"16847","encourages",1,0
"16848","encrypted",1,0
"16849","encycl",1,0
"16850","encylopedia",1,0
"16851","endangered",1,0
"16852","endearing",1,0
"16853","endearment",1,0
"16854","endeavors",1,0
"16855","endeavour",1,0
"16856","endeavoured",1,0
"16857","endeth",1,0
"16858","endetted",1,0
"16859","endleofan",1,0
"16860","endonym",1,0
"16861","endorsement",1,0
"16862","endorses",1,0
"16863","endorsing",1,0
"16864","endowed",1,0
"16865","enforcement",1,0
"16866","enforcer",1,0
"16867","engages",1,0
"16868","englalandes",1,0
"16869","england's",1,0
"16870","englishclub",1,0
"16871","englishes",1,0
"16872","englishgrammar",1,0
"16873","englishmen",1,0
"16874","englishplus",1,0
"16875","engrained",1,0
"16876","engrossing",1,0
"16877","engulfs",1,0
"16878","enigmatic",1,0
"16879","eniola",1,0
"16880","enjoyable",1,0
"16881","enjoying",1,0
"16882","enjoyment",1,0
"16883","enlist",1,0
"16884","enlivened",1,0
"16885","ennui",1,0
"16886","enormously",1,0
"16887","enqueue",1,0
"16888","enquires",1,0
"16889","enraged",1,0
"16890","enroll",1,0
"16891","enrolls",1,0
"16892","ensemble",1,0
"16893","enshrined",1,0
"16894","enslave",1,0
"16895","enslavement",1,0
"16896","ensue",1,0
"16897","ensued",1,0
